,ds,y,sunshine_amount,rain_sum,windspeed,air_temperature
431,2022-03-08,19284.6,169.0,0.0,2.0,4.4
432,2022-03-09,21650.6,0.0,0.0,2.2,-0.9
433,2022-03-10,27236.0,0.0,0.2,3.9,2.7
434,2022-03-11,32373.3,200.0,0.0,3.9,4.5
435,2022-03-12,30376.5,341.0,0.0,4.3,6.4
436,2022-03-13,34249.8,164.0,0.0,4.2,8.2
437,2022-03-14,24603.7,166.0,0.0,4.0,9.8
438,2022-03-15,19668.9,49.0,0.0,2.7,7.6
439,2022-03-16,22732.0,0.0,0.0,3.2,4.0
440,2022-03-17,21664.1,0.0,2.4,4.3,3.7
441,2022-03-18,26911.5,250.0,0.0,4.3,10.2
442,2022-03-19,34278.4,362.0,0.0,2.8,10.8
443,2022-03-20,29424.2,255.0,0.0,2.6,10.0
444,2022-03-21,15790.0,175.0,0.0,4.1,10.2
445,2022-03-22,23191.3,166.0,0.0,5.6,9.1
446,2022-03-23,18684.1,193.0,0.0,2.8,10.8
447,2022-03-24,19706.9,70.0,0.0,2.0,8.9
448,2022-03-25,37295.5,62.0,0.0,6.3,14.1
449,2022-03-26,45049.4,357.0,0.0,5.8,11.3
450,2022-03-27,29008.6,271.0,0.0,6.9,15.0
451,2022-03-28,14898.3,153.0,0.0,7.5,11.4
452,2022-03-29,19133.1,15.0,0.2,5.2,3.6
453,2022-03-30,19105.8,111.0,0.1,5.3,4.8
454,2022-03-31,22401.0,103.0,0.0,4.8,5.4
455,2022-04-01,34652.3,132.0,0.0,3.4,3.8
456,2022-04-02,22840.2,354.0,0.0,3.7,7.7
457,2022-04-03,33405.7,19.0,0.0,5.0,7.5
458,2022-04-04,25251.9,4.0,0.1,7.7,4.6
