,ds,y,sunshine_amount,rain_sum,windspeed,air_temperature,day_of_week,month,heavy_rain_spring_weekend,heavy_rain_spring_weekday,heavy_rain_fall_weekend,heavy_rain_fall_weekday,heavy_rain_winter_weekday,before_payday,on_payday,after_payday,specific_month,covid_restriction_christmas,week_number,custom_regressor,fall_start,christmas_shopping,name,event_size,start_date,end_date,date,sentrum_scene_concert_Monday,sentrum_scene_concert_Tuesday,sentrum_scene_concert_Sunday,sentrum_scene_concert_Friday,sentrum_scene_concert_Thursday,sentrum_scene_concert_Saturday,sentrum_scene_concert_Wednesday,days_since_last_30,days_until_next_30,high_weekend,low_weekend,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6
554,2022-07-09,48378.3,302.0,0.0,6.4,20.6,5,7,0,0,0,0,0,0.0,0,0.0,True,False,27,0.0,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-07-09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,False,True,False,False,False,False,False,True,False
555,2022-07-10,26304.3,305.0,0.1,5.6,21.6,6,7,0,0,0,0,0,0.0,0,0.0,True,False,27,0.0,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-07-10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,5,False,True,False,False,False,False,False,False,True
556,2022-07-11,34915.7,301.0,0.0,3.9,22.8,0,7,0,0,0,0,0,0.0,0,0.0,True,False,28,0.0,False,False,Avantasia,Unknown,2022-07-11,,2022-07-11,1.0,0.0,0.0,,,,,0,4,False,True,True,False,False,False,False,False,False
557,2022-07-12,29216.7,49.0,0.0,4.5,21.9,1,7,0,0,0,0,0,0.0,0,0.0,True,False,28,0.0,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-07-12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,3,False,True,False,True,False,False,False,False,False
558,2022-07-13,33032.4,394.0,2.2,6.5,22.0,2,7,0,0,0,0,0,0.0,0,0.0,True,False,28,0.0,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-07-13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,False,True,False,False,True,False,False,False,False
559,2022-07-14,40333.1,53.0,0.0,4.7,18.7,3,7,0,0,0,0,0,0.0,0,0.0,True,False,28,0.0,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-07-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,False,True,False,False,False,True,False,False,False
560,2022-07-15,47495.0,323.0,0.5,5.6,19.5,4,7,0,0,0,0,0,0.0,0,0.0,True,False,28,0.0,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-07-15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,False,True,False,False,False,False,True,False,False
561,2022-07-16,52331.9,233.0,0.0,4.4,21.7,5,7,0,0,0,0,0,0.0,0,0.0,True,False,28,0.0,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-07-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,False,True,False,False,False,False,False,True,False
562,2022-07-17,48652.7,196.0,0.1,4.4,20.4,6,7,0,0,0,0,0,0.0,0,0.0,True,False,28,0.0,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-07-17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,0,False,True,False,False,False,False,False,False,True
563,2022-07-18,32225.1,196.0,0.0,3.7,22.4,0,7,0,0,0,0,0,0.0,0,0.0,True,False,29,0.0,False,False,Alec Benjamin / Winona Oak,Unknown,2022-07-18,,2022-07-18,1.0,0.0,0.0,,,,,3,0,False,True,True,False,False,False,False,False,False
564,2022-07-19,29291.6,373.0,0.0,3.4,25.1,1,7,0,0,0,0,0,0.0,0,0.0,True,False,29,0.0,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-07-19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,0,False,True,False,True,False,False,False,False,False
565,2022-07-20,42040.7,446.0,0.0,5.9,26.9,2,7,0,0,0,0,0,0.0,0,0.0,True,False,29,0.0,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-07-20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0,False,True,False,False,True,False,False,False,False
566,2022-07-21,33989.5,157.0,0.0,2.9,25.8,3,7,0,0,0,0,0,0.0,0,0.0,True,False,29,0.0,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-07-21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,False,True,False,False,False,True,False,False,False
567,2022-07-22,50501.2,58.0,0.4,8.2,20.9,4,7,0,0,0,0,0,0.0,0,0.0,True,False,29,0.0,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-07-22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,False,True,False,False,False,False,True,False,False
568,2022-07-23,73996.6,396.0,0.0,3.9,21.2,5,7,0,0,0,0,0,0.0,0,0.0,True,False,29,0.0,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-07-23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,False,True,False,False,False,False,False,True,False
569,2022-07-24,53722.5,1.0,0.6,4.9,18.4,6,7,0,0,0,0,0,0.0,0,0.0,True,False,29,0.0,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-07-24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,False,True,False,False,False,False,False,False,True
570,2022-07-25,30359.4,0.0,0.6,5.7,17.5,0,7,0,0,0,0,0,0.0,0,0.0,True,False,30,0.0,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-07-25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,False,True,True,False,False,False,False,False,False
571,2022-07-26,35997.7,134.0,0.0,4.9,21.5,1,7,0,0,0,0,0,0.75,0,0.0,True,False,30,0.0,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-07-26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,False,True,False,True,False,False,False,False,False
572,2022-07-27,27769.2,545.0,0.0,5.2,22.1,2,7,0,0,0,0,0,0.5,0,0.0,True,False,30,0.0,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-07-27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,False,True,False,False,True,False,False,False,False
573,2022-07-28,32024.7,175.0,0.5,5.3,21.8,3,7,0,0,0,0,0,0.25,0,0.0,True,False,30,0.0,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-07-28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,False,True,False,False,False,True,False,False,False
574,2022-07-29,48675.2,382.0,0.0,4.6,24.0,4,7,0,0,0,0,0,0.0,1,0.0,True,False,30,0.0,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-07-29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,False,True,False,False,False,False,True,False,False
575,2022-07-30,64681.2,365.0,0.0,6.0,22.7,5,7,0,0,0,0,0,0.0,0,0.36787944117144233,True,False,30,0.0,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-07-30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,False,True,False,False,False,False,False,True,False
576,2022-07-31,24778.5,13.0,4.3,5.0,21.4,6,7,0,0,0,0,0,0.0,0,0.1353352832366127,True,False,30,0.0,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-07-31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,False,True,False,False,False,False,False,False,True
577,2022-08-01,37274.6,237.0,5.9,4.0,20.6,0,8,0,0,0,0,0,0.0,0,0.049787068367863944,False,False,31,0.0,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-08-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,False,True,True,False,False,False,False,False,False
578,2022-08-02,27959.9,0.0,14.700000000000001,4.4,16.4,1,8,0,0,0,0,0,0.0,0,0.0,False,False,31,0.0,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-08-02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,False,True,False,True,False,False,False,False,False
579,2022-08-03,38554.0,105.0,0.3,7.5,20.9,2,8,0,0,0,0,0,0.0,0,0.0,False,False,31,0.0,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-08-03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,False,True,False,False,True,False,False,False,False
580,2022-08-04,33026.7,0.0,1.7000000000000002,6.1,19.7,3,8,0,0,0,0,0,0.0,0,0.0,False,False,31,0.0,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-08-04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,False,True,False,False,False,True,False,False,False
581,2022-08-05,50086.8,285.0,0.0,5.1,21.3,4,8,0,0,0,0,0,0.0,0,0.0,False,False,31,0.0,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-08-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,False,True,False,False,False,False,True,False,False
582,2022-08-06,54890.1,363.0,0.0,4.6,20.7,5,8,0,0,0,0,0,0.0,0,0.0,False,False,31,0.0,False,False,Ulf Lundell,Unknown,2022-08-06,,2022-08-06,0.0,0.0,0.0,,,1.0,,0,0,False,True,False,False,False,False,False,True,False
583,2022-08-07,30261.9,92.0,0.0,4.1,19.5,6,8,0,0,0,0,0,0.0,0,0.0,False,False,31,0.0,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-08-07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,False,True,False,False,False,False,False,False,True
584,2022-08-08,39124.2,303.0,0.0,4.1,22.3,0,8,0,0,0,0,0,0.0,0,0.0,False,False,32,0.0,True,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-08-08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,False,True,True,False,False,False,False,False,False
585,2022-08-09,42186.7,19.0,0.0,5.0,19.7,1,8,0,0,0,0,0,0.0,0,0.0,False,False,32,0.0,True,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-08-09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,False,True,False,True,False,False,False,False,False
586,2022-08-10,42369.0,276.0,0.0,4.8,25.3,2,8,0,0,0,0,0,0.0,0,0.0,False,False,32,0.0,True,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-08-10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,5,False,True,False,False,True,False,False,False,False
587,2022-08-11,50274.3,298.0,0.0,4.9,26.7,3,8,0,0,0,0,0,0.0,0,0.0,False,False,32,0.0,True,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-08-11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,4,False,True,False,False,False,True,False,False,False
588,2022-08-12,68460.2,315.0,0.1,3.2,26.9,4,8,0,0,0,0,0,0.0,0,0.0,False,False,32,0.0,True,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-08-12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,3,False,True,False,False,False,False,True,False,False
589,2022-08-13,67041.4,473.0,0.0,4.2,25.6,5,8,0,0,0,0,0,0.0,0,0.0,False,False,32,0.0,True,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-08-13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,False,True,False,False,False,False,False,True,False
590,2022-08-14,36403.3,150.0,0.0,4.3,27.5,6,8,0,0,0,0,0,0.0,0,0.0,False,False,32,0.0,True,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-08-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,False,True,False,False,False,False,False,False,True
591,2022-08-15,29561.0,33.0,10.6,4.0,27.2,0,8,0,0,0,0,0,0.0,0,0.0,False,False,33,1.853020188851839e-17,True,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-08-15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,False,True,True,False,False,False,False,False,False
592,2022-08-16,40481.6,0.0,18.1,4.7,22.8,1,8,0,0,0,0,0,0.0,0,0.0,False,False,33,1.853020188851839e-17,True,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-08-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,False,True,False,True,False,False,False,False,False
593,2022-08-17,43959.5,136.0,0.0,6.3,24.2,2,8,0,0,0,0,0,0.0,0,0.0,False,False,33,1.853020188851839e-17,True,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-08-17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,0,False,True,False,False,True,False,False,False,False
594,2022-08-18,52124.7,0.0,1.7999999999999998,5.1,20.2,3,8,0,0,0,0,0,0.0,0,0.0,False,False,33,1.853020188851839e-17,True,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-08-18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,0,False,True,False,False,False,True,False,False,False
595,2022-08-19,80614.5,195.0,0.0,2.6,22.6,4,8,0,0,0,0,0,0.0,0,0.0,False,False,33,1.853020188851839e-17,True,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-08-19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,0,False,True,False,False,False,False,True,False,False
596,2022-08-20,80046.6,434.0,0.0,4.9,22.4,5,8,0,0,0,0,0,0.0,0,0.0,False,False,33,1.853020188851839e-17,True,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-08-20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0,False,True,False,False,False,False,False,True,False
597,2022-08-21,31411.6,173.0,2.6,5.9,18.6,6,8,0,0,0,0,0,0.0,0,0.0,False,False,33,1.853020188851839e-17,True,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-08-21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,False,True,False,False,False,False,False,False,True
598,2022-08-22,19414.7,192.0,0.0,3.3,20.0,0,8,0,0,0,0,0,0.0,0,0.0,False,False,34,5.559060566555516e-18,False,False,Future Islands,Unknown,2022-08-22,,2022-08-22,1.0,0.0,0.0,,,,,0,0,False,True,True,False,False,False,False,False,False
599,2022-08-23,31274.7,266.0,0.0,2.9,20.9,1,8,0,0,0,0,0,0.0,0,0.0,False,False,34,5.559060566555516e-18,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-08-23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,False,True,False,True,False,False,False,False,False
600,2022-08-24,49967.9,29.0,0.0,3.1,21.8,2,8,0,0,0,0,0,0.0,0,0.0,False,False,34,5.559060566555516e-18,False,False,Clutch,Unknown,2022-08-24,,2022-08-24,0.0,0.0,0.0,,,,1.0,0,0,False,True,False,False,True,False,False,False,False
601,2022-08-25,43204.8,233.0,0.0,3.5,25.1,3,8,0,0,0,0,0,0.0,0,0.0,False,False,34,5.559060566555516e-18,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-08-25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,False,True,False,False,False,True,False,False,False
602,2022-08-26,70118.9,0.0,2.4,3.9,20.7,4,8,0,0,0,0,0,0.0,0,0.0,False,False,34,5.559060566555516e-18,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-08-26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,False,True,False,False,False,False,True,False,False
603,2022-08-27,81967.9,337.0,0.0,2.9,23.2,5,8,0,0,0,0,0,0.0,0,0.0,False,False,34,5.559060566555516e-18,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-08-27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,False,True,False,False,False,False,False,True,False
604,2022-08-28,27678.1,194.0,0.0,4.6,20.2,6,8,0,0,0,0,0,0.75,0,0.0,False,False,34,5.559060566555516e-18,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-08-28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,False,True,False,False,False,False,False,False,True
605,2022-08-29,24611.5,252.0,0.0,6.3,19.6,0,8,0,0,0,0,0,0.5,0,0.0,False,False,35,1.6677181699666547e-18,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-08-29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,False,True,True,False,False,False,False,False,False
606,2022-08-30,21218.0,220.0,0.0,4.7,17.1,1,8,0,0,0,0,0,0.25,0,0.0,False,False,35,1.6677181699666547e-18,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-08-30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,False,True,False,True,False,False,False,False,False
607,2022-08-31,31008.3,242.0,0.0,3.8,19.9,2,8,0,0,0,0,0,0.0,1,0.0,False,False,35,1.6677181699666547e-18,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-08-31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,False,True,False,False,True,False,False,False,False
608,2022-09-01,39608.1,245.0,0.0,3.8,18.9,3,9,0,0,0,0,0,0.0,0,0.36787944117144233,False,False,35,1.6677181699666547e-18,False,False,Jon Hopkins,Medium,2022-09-01,,2022-09-01,0.0,0.0,0.0,,1.0,,,0,0,True,False,False,False,False,True,False,False,False
609,2022-09-02,57333.1,15.0,2.1,2.5,16.3,4,9,0,0,0,0,0,0.0,0,0.1353352832366127,False,False,35,1.6677181699666547e-18,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-09-02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,False,False,False,True,False,False
610,2022-09-03,41121.8,58.0,0.5,4.0,14.4,5,9,0,0,0,0,0,0.0,0,0.049787068367863944,False,False,35,1.6677181699666547e-18,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-09-03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,False,False,False,False,True,False
611,2022-09-04,17053.7,57.0,0.0,3.3,13.5,6,9,0,0,0,0,0,0.0,0,0.0,False,False,35,1.6677181699666547e-18,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-09-04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,False,False,False,False,False,True
612,2022-09-05,23197.0,217.0,0.1,2.9,19.6,0,9,0,0,0,0,0,0.0,0,0.0,False,False,36,5.003154509899964e-19,False,False,Russ,Small,2022-09-05,,2022-09-05,1.0,0.0,0.0,,,,,0,0,True,False,True,False,False,False,False,False,False
613,2022-09-06,31336.6,229.0,0.0,3.7,20.5,1,9,0,0,0,0,0,0.0,0,0.0,False,False,36,5.003154509899964e-19,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-09-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,True,False,False,False,False,False
614,2022-09-07,32301.9,144.0,0.0,3.0,20.3,2,9,0,0,0,0,0,0.0,0,0.0,False,False,36,5.003154509899964e-19,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-09-07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,False,True,False,False,False,False
615,2022-09-08,37176.5,0.0,0.0,4.4,15.2,3,9,0,0,0,0,0,0.0,0,0.0,False,False,36,5.003154509899964e-19,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-09-08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,False,False,True,False,False,False
616,2022-09-09,57625.7,74.0,0.0,5.7,15.6,4,9,0,0,0,0,0,0.0,0,0.0,False,False,36,5.003154509899964e-19,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-09-09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,False,False,False,True,False,False
617,2022-09-10,61549.5,0.0,0.0,4.9,14.1,5,9,0,0,0,0,0,0.0,0,0.0,False,False,36,5.003154509899964e-19,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-09-10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,5,True,False,False,False,False,False,False,True,False
618,2022-09-11,26236.0,258.0,0.0,2.7,17.4,6,9,0,0,0,0,0,0.0,0,0.0,False,False,36,5.003154509899964e-19,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-09-11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,4,True,False,False,False,False,False,False,False,True
619,2022-09-12,14280.3,0.0,14.799999999999999,6.2,15.9,0,9,0,0,0,1,0,0.0,0,0.0,False,False,37,1.5009463529699892e-19,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-09-12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,3,True,False,True,False,False,False,False,False,False
620,2022-09-13,20536.0,67.0,4.7,5.7,14.5,1,9,0,0,0,0,0,0.0,0,0.0,False,False,37,1.5009463529699892e-19,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-09-13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,True,False,False,True,False,False,False,False,False
621,2022-09-14,24886.3,95.0,0.4,4.9,17.0,2,9,0,0,0,0,0,0.0,0,0.0,False,False,37,1.5009463529699892e-19,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-09-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,True,False,False,False,True,False,False,False,False
622,2022-09-15,37575.6,84.0,0.1,4.0,17.5,3,9,0,0,0,0,0,0.0,0,0.0,False,False,37,1.5009463529699892e-19,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-09-15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,False,False,True,False,False,False
623,2022-09-16,65130.9,37.0,0.0,7.1,16.0,4,9,0,0,0,0,0,0.0,0,0.0,False,False,37,1.5009463529699892e-19,False,False,Einsturzende Neubauten,Unknown,2022-09-16,,2022-09-16,0.0,0.0,0.0,1.0,,,,1,0,True,False,False,False,False,False,True,False,False
624,2022-09-17,79284.2,182.0,0.0,5.3,17.1,5,9,0,0,0,0,0,0.0,0,0.0,False,False,37,1.5009463529699892e-19,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-09-17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,0,True,False,False,False,False,False,False,True,False
625,2022-09-18,34145.6,152.0,0.0,5.4,16.2,6,9,0,0,0,0,0,0.0,0,0.0,False,False,37,1.5009463529699892e-19,False,False,Dean Lewis,Medium,2022-09-18,,2022-09-18,0.0,0.0,1.0,,,,,3,0,True,False,False,False,False,False,False,False,True
626,2022-09-19,19564.7,129.0,0.0,7.5,15.6,0,9,0,0,0,0,0,0.0,0,0.0,False,False,38,0.0,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-09-19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,0,True,False,True,False,False,False,False,False,False
627,2022-09-20,33802.7,185.0,0.0,4.3,14.9,1,9,0,0,0,0,0,0.0,0,0.0,False,False,38,0.0,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-09-20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0,True,False,False,True,False,False,False,False,False
628,2022-09-21,32338.1,182.0,0.0,2.5,15.2,2,9,0,0,0,0,0,0.0,0,0.0,False,False,38,0.0,False,False,Passenger,Medium,2022-09-21,,2022-09-21,0.0,0.0,0.0,,,,1.0,0,0,True,False,False,False,True,False,False,False,False
629,2022-09-22,39294.8,0.0,0.0,3.7,13.7,3,9,0,0,0,0,0,0.0,0,0.0,False,False,38,0.0,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-09-22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,False,False,True,False,False,False
630,2022-09-23,54219.1,0.0,12.8,5.2,13.0,4,9,0,0,1,0,0,0.0,0,0.0,False,False,38,0.0,False,False,Years & Years,Medium,2022-09-23,,2022-09-23,0.0,0.0,0.0,1.0,,,,0,0,True,False,False,False,False,False,True,False,False
631,2022-09-24,78735.3,192.0,0.0,3.7,13.8,5,9,0,0,0,0,0,0.0,0,0.0,False,False,38,0.0,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-09-24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,False,False,False,False,True,False
632,2022-09-25,27535.7,92.0,0.0,4.4,14.1,6,9,0,0,0,0,0,0.0,0,0.0,False,False,38,0.0,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-09-25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,False,False,False,False,False,True
633,2022-09-26,16462.0,0.0,7.5,4.3,11.0,0,9,0,0,0,0,0,0.0,0,0.0,False,False,39,0.0,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-09-26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,True,False,False,False,False,False,False
634,2022-09-27,29497.0,0.0,0.8999999999999999,5.7,12.0,1,9,0,0,0,0,0,0.75,0,0.0,False,False,39,0.0,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-09-27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,True,False,False,False,False,False
635,2022-09-28,30289.7,41.0,0.0,5.8,14.0,2,9,0,0,0,0,0,0.5,0,0.0,False,False,39,0.0,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-09-28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,False,True,False,False,False,False
636,2022-09-29,28907.0,6.0,0.0,6.3,11.7,3,9,0,0,0,0,0,0.25,0,0.0,False,False,39,0.0,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-09-29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,False,False,True,False,False,False
637,2022-09-30,65578.6,77.0,0.1,2.6,12.7,4,9,0,0,0,0,0,0.0,1,0.0,False,False,39,0.0,False,False,Erlend Ropstad,Medium,2022-09-30,,2022-09-30,0.0,0.0,0.0,1.0,,,,0,0,True,False,False,False,False,False,True,False,False
638,2022-10-01,61641.3,0.0,2.9,3.8,11.3,5,10,0,0,0,0,0,0.0,0,0.36787944117144233,False,False,39,0.0,False,False,Astrid S,Medium,2022-10-01,,2022-10-01,0.0,0.0,0.0,,,1.0,,0,0,True,False,False,False,False,False,False,True,False
639,2022-10-02,30690.1,0.0,0.1,3.4,12.5,6,10,0,0,0,0,0,0.0,0,0.1353352832366127,False,False,39,0.0,False,False,Biffy Clyro,Medium,2022-10-02,,2022-10-02,0.0,0.0,1.0,,,,,0,0,True,False,False,False,False,False,False,False,True
640,2022-10-03,15107.5,0.0,0.1,3.6,16.5,0,10,0,0,0,0,0,0.0,0,0.049787068367863944,False,False,40,0.0,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-10-03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,True,False,False,False,False,False,False
641,2022-10-04,15431.2,0.0,0.2,4.7,13.4,1,10,0,0,0,0,0,0.0,0,0.0,False,False,40,0.0,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-10-04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,True,False,False,False,False,False
642,2022-10-05,21381.2,0.0,5.6,6.4,14.1,2,10,0,0,0,0,0,0.0,0,0.0,False,False,40,0.0,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-10-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,False,True,False,False,False,False
643,2022-10-06,35454.5,0.0,0.0,9.1,15.0,3,10,0,0,0,0,0,0.0,0,0.0,False,False,40,0.0,False,False,The War on Drugs,Small,2022-03-27,2023-03-29,2022-10-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,False,False,True,False,False,False
